CASENO,SEVERITY,ACCDATE,ACCTIME,NOVEH,NOINJ,NOKILLED,INNEAR,COMMNAME,UGRID,USTREET1,USTREET2,UBLOCK,ROADAUTH,CTRLSECT,ATKM,RM,SIDEOF,QTR,SEC,TWP,RGE,MER,OTHERLOC
1312630,INJURY,2003-12-05,1230,2,1,0,IN,MARTENSVILLE,,4TH ST S,6TH AV S,,URBAN,,0,,,,,,,,
1348907,INJURY,2003-12-12,800,2,1,0,IN,REGINA,RE684570,6TH AVE N,ALBERT ST N,,URBAN,,0,,,,,,,,
1443176,INJURY,2003-12-18,1600,2,1,0,IN,SASKATOON,SKJ8-73,CLARENCE AVE,UNIVERSITY DR,,URBAN,,0,,,,,,,,
1348987,INJURY,2003-12-29,1806,2,1,0,IN,REGINA,RE56500,CANNON ST,151-185,,URBAN,,0,,,,,,,,
1464616,INJURY,2004-01-09,1515,2,1,0,IN,SASKATOON,SKG5-14,33RD ST,QUEBEC AVE,,URBAN,,0,,,,,,,,
7040142,INJURY,2004-01-10,2140,2,1,0,IN,SASKATOON,SKB7-29,DIEFENBAKER DR,LAURIER - WOROBETZ,,URBAN,,0,,,,,,,,
1458765,INJURY,2004-01-24,1011,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,,,URBAN,,0,,,,,,,,
1482477,INJURY,2004-02-24,1345,2,1,0,IN,REGINA,RE692940,BROAD ST,COLLEGE AVE,,URBAN,,0,,,,,,,,
1464545,INJURY,2004-02-25,1430,2,1,0,IN,SASKATOON,SKU,UNKNOWN,,,URBAN,,0,,,,,,,,
1481059,INJURY,2004-03-17,1600,2,1,0,IN,REGINA,RE692810,BROAD ST,SASKATCHEWAN DR,,URBAN,,0,,,,,,,,
1345948,INJURY,2004-03-18,1636,2,1,0,IN,REGINA,RE91100,DEWDNEY AVE,4300-4350,,URBAN,,0,,,,,,,,
1447884,FATAL,2004-03-25,704,2,0,1,IN,REGINA,RE161700,4TH AVE,2100-2599,,URBAN,,0,,,,,,,,
1480379,INJURY,2004-04-07,710,2,1,0,IN,REGINA,RE675570,11TH AVE,ALBERT ST / SINTON LANE,,URBAN,,0,,,,,,,,
1344486,INJURY,2004-04-07,1719,2,1,0,IN,REGINA,RE3,BACK ALLEY,,,URBAN,,0,,,,,,,,
1479904,INJURY,2004-04-12,1520,2,1,0,IN,SASKATOON,SKG6-3,2ND AVE,KING ST,,URBAN,,0,,,,,,,,
1480940,INJURY,2004-04-12,1636,2,1,0,IN,REGINA,RE15600,ARGYLE RD,3700-3749,,URBAN,,0,,,,,,,,
1342937,INJURY,2004-04-15,1545,2,1,0,IN,REGINA,RE692980,BROAD ST,LAKESHORE DR,,URBAN,,0,,,,,,,,
1473156,INJURY,2004-04-16,1811,2,1,0,IN,WARMAN,,1ST ST W,8TH AV N,,URBAN,,0,,,,,,,,
1465302,INJURY,2004-04-19,1251,2,1,0,IN,SASKATOON,SKJ3-14,ASSINIBOINE DR,WARMAN RD,,URBAN,,0,,,,,,,,
1465376,INJURY,2004-04-19,650,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,,,URBAN,,0,,,,,,,,
1465485,INJURY,2004-04-21,832,2,1,0,IN,SASKATOON,SKG5-9,1ST AVE,33RD ST,,URBAN,,0,,,,,,,,
1348988,INJURY,2004-04-22,1912,2,1,0,IN,REGINA,RE684590,6TH AVE N,ARGYLE ST N,,URBAN,,0,,,,,,,,
1442275,INJURY,2004-04-26,1600,2,1,0,IN,SASKATOON,SKE8-37,19TH ST,AVE O,,URBAN,,0,,,,,,,,
1344610,INJURY,2004-04-27,1820,2,1,0,IN,REGINA,RE709460,VICTORIA AVE,WINNIPEG ST,,URBAN,,0,,,,,,,,
1411680,INJURY,2004-04-30,700,2,1,0,IN,LLOYDMINSTER,,36TH ST,48TH AV,,URBAN,,0,,,,,,,,
1073156,INJURY,2004-05-03,1730,2,1,0,NEAR,DUNDURN,,,,,HIGHWAY,2110100,3.5,,,,,,,,
1447861,INJURY,2004-05-04,1521,2,1,0,IN,REGINA,RE707260,LEWVAN DR,PASQUA ST / SHERWOOD DR,,URBAN,,0,,,,,,,,
1465605,INJURY,2004-05-06,1217,2,1,0,IN,SASKATOON,SKM9-1,8TH ST,3000  - 3100  ARLINGTON - CIRC,,URBAN,,0,,,,,,,,
1312880,INJURY,2004-05-07,1510,2,1,0,IN,WYNYARD,,AVE D W,,400,URBAN,,0,,,,,,,,
1464244,INJURY,2004-05-14,1855,2,1,0,IN,SASKATOON,SKL12-4,PRESTON AVE,WILSON CR,,URBAN,,0,,,,,,,,
1468484,INJURY,2004-05-16,1815,2,1,0,IN,MOOSE JAW,,9TH AVE NW,,700,URBAN,,0,,,,,,,,
1346244,INJURY,2004-05-17,2039,2,1,0,IN,REGINA,RE705100,MCCARTHY BLVD,MIKKELSON DR,,URBAN,,0,,,,,,,,
1226462,INJURY,2004-05-18,2100,2,1,0,IN,BIGGAR,,3RD AV W,QUEBEC ST,,URBAN,,0,,,,,,,,
1465751,INJURY,2004-05-18,2205,2,1,0,IN,SASKATOON,SKN7-4,105TH ST,CENTRAL AVE,,URBAN,,0,,,,,,,,
1450773,INJURY,2004-05-19,1320,2,1,0,IN,REGINA,RE692950,BROAD ST,DEWDNEY AVE,,URBAN,,0,,,,,,,,
1478252,INJURY,2004-05-21,855,2,1,0,IN,SASKATOON,SKN12-6,KINGSMERE BLVD,700  WAKAW CR - WAKAW CR,,URBAN,,0,,,,,,,,
1344657,INJURY,2004-05-24,2100,2,1,0,IN,REGINA,RE156500,14TH AVE,600-699,,URBAN,,0,,,,,,,,
1466167,INJURY,2004-05-25,1915,2,1,0,IN,SASKATOON,SKJ3-14,ASSINIBOINE DR,WARMAN RD,,URBAN,,0,,,,,,,,
1480605,INJURY,2004-05-25,1800,2,1,0,IN,REGINA,RE686530,7TH AVE,RAE ST,,URBAN,,0,,,,,,,,
1481526,INJURY,2004-05-26,1948,2,1,0,IN,REGINA,RE4700,ALBERT ST,2700-2799,,URBAN,,0,,,,,,,,
1450665,INJURY,2004-05-27,1700,2,1,0,IN,REGINA,RE126600,ELPHINSTONE ST,600-699,,URBAN,,0,,,,,,,,
1344532,INJURY,2004-05-29,2300,2,1,0,IN,REGINA,RE88900,DEWDNEY AVE,2000-2099,,URBAN,,0,,,,,,,,
1478708,INJURY,2004-05-30,1930,2,1,0,IN,SASKATOON,SKN5-23,116TH ST,CENTRAL AVE,,URBAN,,0,,,,,,,,
1466168,INJURY,2004-06-03,830,2,1,0,IN,SASKATOON,SKU,UNKNOWN,,,URBAN,,0,,,,,,,,
1478028,INJURY,2004-06-03,1053,2,1,0,IN,SASKATOON,SKL9-2,8TH ST,HARRIS AVE,,URBAN,,0,,,,,,,,
1460426,INJURY,2004-06-04,2035,3,1,0,IN,WEYBURN,,5TH ST,,500,URBAN,,0,,,,,,,,
1485955,INJURY,2004-06-04,730,2,1,0,IN,SASKATOON,SKK9-7,8TH ST,1700  LOUISE - MORGAN,,URBAN,,0,,,,,,,,
1437858,INJURY,2004-06-04,1240,2,1,0,NEAR,QUINTON,,,,,RURAL,,,279,,,,,16,2,
1465336,INJURY,2004-06-05,1248,2,1,0,IN,SASKATOON,SKD7-30,22ND ST,AVE W,,URBAN,,0,,,,,,,,
1479251,INJURY,2004-06-07,1330,2,1,0,IN,SASKATOON,SKG7-99,22ND ST,IDYLWYLD DR,,URBAN,,0,,,,,,,,
1466058,INJURY,2004-06-08,1210,2,1,0,IN,SASKATOON,SKG8-32,4TH AVE,21ST ST,,URBAN,,0,,,,,,,,
1478551,INJURY,2004-06-09,1455,2,1,0,IN,SASKATOON,SKG7-44,2ND AVE,25TH ST,,URBAN,,0,,,,,,,,
1450667,INJURY,2004-06-12,1130,2,1,0,IN,REGINA,RE313000,QUEEN ST,1400-1499,,URBAN,,0,,,,,,,,
1298598,INJURY,2004-06-16,1150,2,1,0,IN,PRINCE ALBERT,PAC15,15TH ST,CENTRAL AVE,,URBAN,,0,,,,,,,,
1465686,INJURY,2004-06-16,1658,2,1,0,IN,SASKATOON,SKH4-32,VENTURE CR,CIRCLE - CIRCLE,,URBAN,,0,,,,,,,,
1465759,INJURY,2004-06-18,830,2,1,0,IN,SASKATOON,SKA9-13,FAIRLIGHT DR,MCCORMACK / PENDYGRASSE RD,,URBAN,,0,,,,,,,,
1298454,INJURY,2004-06-19,1145,2,1,0,IN,PRINCE ALBERT,PA15E28,15TH AVE E,28TH ST,,URBAN,,0,,,,,,,,
1298455,INJURY,2004-06-19,2205,2,1,0,IN,PRINCE ALBERT,PA9E4,4TH ST,9TH AVE E,,URBAN,,0,,,,,,,,
1451350,INJURY,2004-06-19,2123,2,1,0,IN,REGINA,RE297300,PASQUA ST,900-999,,URBAN,,0,,,,,,,,
1446612,INJURY,2004-06-19,1310,2,1,0,IN,SWIFT CURRENT,,HERBERT ST W,,700,URBAN,,0,,,,,,,,
1350302,INJURY,2004-06-19,1025,2,1,0,NEAR,INDIAN HEAD,,,,,FIRST NATIONS,,0,,,,,,,,CARRY THE KETTLE IR - ON #606 GRID
1346409,INJURY,2004-06-20,1609,2,1,0,IN,REGINA,RE291200,PARK ST,1400-1499,,URBAN,,0,,,,,,,,
1475983,INJURY,2004-06-22,1924,2,1,0,IN,NORTH BATTLEFORD,NBB2,100TH ST #  4 HWY N,TERRITORIAL DR,,URBAN,,0,,,,,,,,
1483676,INJURY,2004-06-23,1449,2,1,0,IN,REGINA,RE684930,6TH AVE,BROAD ST,,URBAN,,0,,,,,,,,
1483704,FATAL,2004-06-23,1304,2,0,1,IN,REGINA,RE695650,COLLEGE AVE,LORNE ST,,URBAN,,0,,,,,,,,
1446609,INJURY,2004-06-24,1140,2,1,0,IN,SWIFT CURRENT,,CHAPLIN ST E,,1400,URBAN,,0,,,,,,,,
1448718,INJURY,2004-06-24,1645,2,1,0,IN,REGINA,RE705160,MCCARTHY BLVD,ROCHDALE BLVD,,URBAN,,0,,,,,,,,
1479127,INJURY,2004-06-24,1724,2,1,0,IN,SASKATOON,SKH5-41,7TH AVE,WARMAN RD,,URBAN,,0,,,,,,,,
1299274,INJURY,2004-06-26,1330,2,1,0,IN,PRINCE ALBERT,PA2WMR,2ND AVE W,MARQUIS RD,,URBAN,,0,,,,,,,,
1478031,INJURY,2004-06-27,1850,2,1,0,IN,SASKATOON,SKL9-22,8TH ST,ARLINGTON AVE,,URBAN,,0,,,,,,,,
1483890,INJURY,2004-06-27,1100,2,1,0,IN,REGINA,RE297400,PASQUA ST,800-899,,URBAN,,0,,,,,,,,
1178230,INJURY,2004-06-29,1420,2,1,0,IN,ESTEVAN,,10TH AVE,2ND ST,,URBAN,,0,,,,,,,,
1298466,INJURY,2004-06-29,1743,2,1,0,IN,PRINCE ALBERT,PA2W15,2ND AVE W,15TH ST,,URBAN,,0,,,,,,,,
1480655,INJURY,2004-06-29,1030,2,1,0,IN,REGINA,RE687770,8TH AVE,WINNIPEG ST,,URBAN,,0,,,,,,,,
1478280,INJURY,2004-06-30,945,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,,,URBAN,,0,,,,,,,,
1344549,INJURY,2004-07-02,1630,2,1,0,IN,REGINA,RE686720,7TH AVE,WINNIPEG ST,,URBAN,,0,,,,,,,,
1448134,INJURY,2004-07-02,1445,2,1,0,IN,REGINA,RE39600,BROAD ST,1500-1599,,URBAN,,0,,,,,,,,
1330187,INJURY,2004-07-05,2140,2,1,0,IN,NORTH BATTLEFORD,NBG8-9,7TH AVE,99TH ST - 100TH ST,,URBAN,,0,,,,,,,,
1434617,INJURY,2004-07-06,2115,2,1,0,IN,NORTH BATTLEFORD,NBF39,9TH AVE,110TH ST,,URBAN,,0,,,,,,,,
1485709,INJURY,2004-07-06,1300,2,2,0,IN,SASKATOON,SKN11-3,ACADIA DR,TAYLOR ST,,URBAN,,0,,,,,,,,
1468267,INJURY,2004-07-10,1710,2,1,0,IN,MOOSE JAW,,CORDOVA ST,MAIN ST N,,URBAN,,0,,,,,,,,
1283820,INJURY,2004-07-11,1340,2,1,0,IN,ESTEVAN,,5TH ST,SOURIS AVE,,URBAN,,0,,,,,,,,
1443682,INJURY,2004-07-12,1457,2,1,0,IN,SASKATOON,SKO8-7,BOYCHUK DR,MCKERCHER DR,,URBAN,,0,,,,,,,,
1475994,INJURY,2004-07-12,1620,2,1,0,IN,NORTH BATTLEFORD,NBE79-2,101ST ST,1100,,URBAN,,0,,,,,,,,
1434794,INJURY,2004-07-14,540,2,1,0,IN,LLOYDMINSTER,,50TH AVE,,5400,URBAN,,0,,,,,,,,
1451317,INJURY,2004-07-14,1630,2,1,0,IN,REGINA,RE695450,COLLEGE AVE,HAMILTON ST,,URBAN,,0,,,,,,,,
1481427,INJURY,2004-07-15,826,2,1,0,IN,REGINA,RE680830,22ND AVE,ALBERT ST,,URBAN,,0,,,,,,,,
1486431,INJURY,2004-07-15,1925,2,1,0,IN,SASKATOON,SKB7-28,CONFEDERATION DR,LAURIER DR - PLAZA 22,,URBAN,,0,,,,,,,,
1437592,FATAL,2004-07-15,1521,3,1,1,NEAR,ST BRIEUX,,,,,HIGHWAY,3680100,54.5,,,,,,,,
1465668,INJURY,2004-07-16,1419,2,1,0,IN,SASKATOON,SKH9-52,BROADWAY AVE,900 S 9TH - MAIN,,URBAN,,0,,,,,,,,
1481423,INJURY,2004-07-16,1700,3,1,0,IN,REGINA,RE337700,ROSE ST,2200-2299,,URBAN,,0,,,,,,,,
1478401,INJURY,2004-07-18,1920,2,1,0,IN,SASKATOON,SKD8-5,20TH ST,1600 W AVE P - AVE Q,,URBAN,,0,,,,,,,,
1480610,INJURY,2004-07-18,1300,2,1,0,IN,REGINA,RE697350,DEWDNEY AVE,MONTAGUE ST,,URBAN,,0,,,,,,,,
1466192,INJURY,2004-07-21,1530,2,1,0,IN,SASKATOON,SKB7-32,CONFEDERATION DR,22ND - PLAZA 22,,URBAN,,0,,,,,,,,
1483854,INJURY,2004-07-22,1256,2,1,0,IN,REGINA,RE677270,13TH AVE,ROSE ST,,URBAN,,0,,,,,,,,
1485390,INJURY,2004-07-22,2145,2,1,0,IN,SASKATOON,SKLANE,LANE / ALLEY UNSPECIFIED,,,URBAN,,0,,,,,,,,
1466062,INJURY,2004-07-24,2250,2,1,0,IN,SASKATOON,SKE7-48,22ND ST,AVE P,,URBAN,,0,,,,,,,,
1319604,INJURY,2004-07-26,1300,2,1,0,IN,LEADER,,1ST ST W,2ND AV W,,URBAN,,0,,,,,,,,
1346428,INJURY,2004-07-26,1900,2,1,0,IN,REGINA,RE692410,BOND ST,DEWDNEY AVE E,,URBAN,,0,,,,,,,,
1436513,INJURY,2004-07-26,2100,2,1,0,IN,NORTH BATTLEFORD,NBE78,12TH AVE,100TH ST,,URBAN,,0,,,,,,,,
1478450,INJURY,2004-07-26,1450,2,1,0,IN,SASKATOON,SKN12-34,WHITEWOOD BAY,400,,URBAN,,0,,,,,,,,
1346772,INJURY,2004-07-27,2210,2,1,0,IN,REGINA,RE692920,BROAD ST,BROADWAY AVE,,URBAN,,0,,,,,,,,
1437901,INJURY,2004-07-27,1700,2,1,0,IN,PUNNICHY,,,,,FIRST NATIONS,,0,,,,,,,,GORDON IR
1483732,INJURY,2004-07-31,1534,2,1,0,IN,REGINA,RE675890,11TH AVE,ROSE ST,,URBAN,,0,,,,,,,,
1293499,INJURY,2004-08-02,9999,2,1,0,NEAR,PRINCE ALBERT,,,,,HIGHWAY,0022000,1.5,,,,,,,,
1344962,INJURY,2004-08-03,1600,2,1,0,IN,REGINA,RE678370,15TH AVE,QUEBEC ST,,URBAN,,0,,,,,,,,
1447770,INJURY,2004-08-04,1739,2,1,0,IN,REGINA,RE693030,BROAD ST,VICTORIA AVE,,URBAN,,0,,,,,,,,
1478478,INJURY,2004-08-04,1747,2,1,0,IN,SASKATOON,SKD5-60,CIRCLE DR,33RD EAST OFF RAMP,,URBAN,,0,,,,,,,,
1344866,INJURY,2004-08-06,2125,2,1,0,IN,REGINA,RE440600,VICTORIA AVE,900-999,,URBAN,,0,,,,,,,,
1481929,INJURY,2004-08-06,2335,2,1,0,IN,REGINA,RE133800,5TH AVE,3000-3099,,URBAN,,0,,,,,,,,
1478038,INJURY,2004-08-07,1029,2,1,0,IN,SASKATOON,SKL10-7,PRESTON AVE,TAYLOR ST,,URBAN,,0,,,,,,,,
1465710,INJURY,2004-08-09,1651,2,1,0,IN,SASKATOON,SKJ8-57,COLLEGE DR,HOSPITAL DR / UNIVERSITY DR,,URBAN,,0,,,,,,,,
1082600,INJURY,2004-08-09,1910,2,1,0,NEAR,LA LOCHE,,,,,FIRST NATIONS,,0,,,,,,,,LA LOCHE IR - SUNSET DR & NORTHSHORE DR
1482923,INJURY,2004-08-15,1645,2,1,0,IN,REGINA,RE253200,MCCARTHY BLVD,400N-499N,,URBAN,,0,,,,,,,,
1465950,INJURY,2004-08-18,1345,2,1,0,IN,SASKATOON,SKG8-45,20TH ST,IDYLWYLD DR,,URBAN,,0,,,,,,,,
1479036,INJURY,2004-08-18,2125,2,1,0,IN,SASKATOON,SKC5-2,33RD ST,AVE Y,,URBAN,,0,,,,,,,,
1478359,INJURY,2004-08-19,1920,2,1,0,IN,SASKATOON,SKB6-24,CONFEDERATION DR,JOHN A MACDONALD RD,,URBAN,,0,,,,,,,,
1486435,INJURY,2004-08-19,1020,2,1,0,IN,SASKATOON,SKF4-3,39TH ST,AVE B,,URBAN,,0,,,,,,,,
1330219,INJURY,2004-08-20,1330,2,1,0,IN,NORTH BATTLEFORD,NBE65,13TH AVE,107TH ST,,URBAN,,0,,,,,,,,
1441091,INJURY,2004-08-20,1201,2,1,0,IN,SASKATOON,SKG5-14,33RD ST,QUEBEC AVE,,URBAN,,0,,,,,,,,
1298067,INJURY,2004-08-22,1912,2,1,0,IN,PRINCE ALBERT,PA19W13,13TH ST,19TH AVE W,,URBAN,,0,,,,,,,,
1483128,INJURY,2004-08-26,1645,2,1,0,IN,REGINA,RE685590,7TH AVE N,ALBERT ST N,,URBAN,,0,,,,,,,,
1298035,INJURY,2004-08-27,1054,2,1,0,IN,PRINCE ALBERT,PAC15,15TH ST,CENTRAL AVE,,URBAN,,0,,,,,,,,
1178241,INJURY,2004-08-30,2015,2,1,0,IN,ESTEVAN,,DIEPPE CR,,1500,URBAN,,0,,,,,,,,
1350644,INJURY,2004-09-03,1738,2,1,0,IN,LLOYDMINSTER,,21ST ST,4800 BLK,,URBAN,,0,,,,,,,,
1448753,INJURY,2004-09-04,930,3,2,0,IN,REGINA,RE701200,GORDON RD,QUEEN ST,,URBAN,,0,,,,,,,,
1484273,INJURY,2004-09-07,1340,2,1,0,IN,SASKATOON,SKM11-54,CIRCLE DR W,TAYLOR ST,,URBAN,,0,,,,,,,,
1452419,INJURY,2004-09-08,1530,2,1,0,IN,SWIFT CURRENT,,CENTRAL AVE N,LORNE ST,,URBAN,,0,,,,,,,,
1486437,INJURY,2004-09-08,1650,2,1,0,IN,SASKATOON,SKE5-2,33RD ST W,AVE I,,URBAN,,0,,,,,,,,
1442159,INJURY,2004-09-10,827,2,1,0,IN,SASKATOON,SKH5-41,7TH AVE,WARMAN RD,,URBAN,,0,,,,,,,,
1482596,INJURY,2004-09-10,15,2,1,0,IN,REGINA,RE3,BACK ALLEY,,,URBAN,,0,,,,,,,,
1347105,INJURY,2004-09-12,1614,2,1,0,IN,REGINA,RE705130,MCCARTHY BLVD,SHERWOOD DR,,URBAN,,0,,,,,,,,
1484685,INJURY,2004-09-12,1711,2,1,0,IN,SASKATOON,SKJ8-73,CLARENCE AVE,UNIVERSITY DR,,URBAN,,0,,,,,,,,
1481904,INJURY,2004-09-13,1938,2,1,0,IN,REGINA,RE697250,DEWDNEY AVE,ELPHINSTONE ST,,URBAN,,0,,,,,,,,
1480362,INJURY,2004-09-14,2030,2,1,0,IN,REGINA,RE691260,ATKINSON ST,VICTORIA AVE,,URBAN,,0,,,,,,,,
1483503,INJURY,2004-09-14,820,2,1,0,IN,REGINA,RE691290,AVONHURST DR,ELPHINSTONE ST,,URBAN,,0,,,,,,,,
1465721,INJURY,2004-09-15,1554,2,1,0,IN,SASKATOON,SKF5-3,33RD ST,AVE B,,URBAN,,0,,,,,,,,
1461447,INJURY,2004-09-16,1700,2,1,0,IN,SASKATOON,SKF5-29,33RD ST,500 W AVE E - AVE F,,URBAN,,0,,,,,,,,
1450673,INJURY,2004-09-17,1530,2,1,0,IN,REGINA,RE89300,DEWDNEY AVE,2500-2599,,URBAN,,0,,,,,,,,
1465726,INJURY,2004-09-17,1955,2,1,0,IN,SASKATOON,SKF8-42,AVE H,20TH ST,,URBAN,,0,,,,,,,,
1483713,INJURY,2004-09-19,2151,2,1,0,IN,REGINA,RE340200,ROSS AVE,200-999,,URBAN,,0,,,,,,,,
1299480,INJURY,2004-09-21,825,2,1,0,IN,PRINCE ALBERT,PAC22,22ND ST,CENTRAL AVE,,URBAN,,0,,,,,,,,
1350059,INJURY,2004-09-22,2030,2,1,0,IN,REGINA,RE694010,CAMERON ST,DEWDNEY AVE,,URBAN,,0,,,,,,,,
1482954,INJURY,2004-09-22,1005,2,1,0,IN,REGINA,RE708560,ROSE ST,SASKATCHEWAN DR,,URBAN,,0,,,,,,,,
1482977,INJURY,2004-09-23,1534,2,1,0,IN,REGINA,RE459400,WOODWARD AVE,171-199,,URBAN,,0,,,,,,,,
1483761,INJURY,2004-09-23,1805,2,1,0,IN,REGINA,RE683560,4TH AVE,PRINCESS ST,,URBAN,,0,,,,,,,,
1486196,INJURY,2004-09-24,2012,2,1,0,IN,SASKATOON,SKC5-5,33RD ST,MARLBOROUGH CR,,URBAN,,0,,,,,,,,
1226325,INJURY,2004-09-27,1659,2,1,0,IN,BIGGAR,,2ND AVE,MAIN ST,,URBAN,,0,,,,,,,,
1484454,INJURY,2004-09-27,846,2,1,0,IN,SASKATOON,SKG7-21,24TH ST,WALL ST,,URBAN,,0,,,,,,,,
1481429,INJURY,2004-09-28,748,2,1,0,IN,REGINA,RE999923,WASCANA PARKWAY,SE RAMP,,URBAN,,0,,,,,,,,
1482599,INJURY,2004-09-28,2312,2,1,0,IN,REGINA,RE675630,11TH AVE,BROAD ST,,URBAN,,0,,,,,,,,
1292884,INJURY,2004-09-29,1900,2,1,0,IN,PRINCE ALBERT,PA6W15,6TH AVE W,15TH ST,,URBAN,,0,,,,,,,,
1477764,INJURY,2004-09-29,830,2,1,0,IN,SASKATOON,SKG8-30,3RD AVE,21ST ST,,URBAN,,0,,,,,,,,
1484583,INJURY,2004-09-30,1951,2,1,0,IN,SASKATOON,SKF8-42,AVE H,20TH ST,,URBAN,,0,,,,,,,,
1483055,INJURY,2004-10-01,757,2,1,0,IN,REGINA,RE702580,HILLSDALE ST,KRAMER BLVD,,URBAN,,0,,,,,,,,
1483764,INJURY,2004-10-05,37,2,1,0,IN,REGINA,RE448300,WASCANA ST,1100-1199,,URBAN,,0,,,,,,,,
1343223,INJURY,2004-10-06,1000,2,1,0,IN,REGINA,RE3200,ALBERT ST,4100-4199,,URBAN,,0,,,,,,,,
1467773,INJURY,2004-10-06,2136,2,1,0,IN,MOOSE JAW,,MAIN ST N,THATCHER DR,,URBAN,,0,,,,,,,,
1469267,FATAL,2004-10-06,2130,2,0,1,IN,NORTH BATTLEFORD,NBF74,PIONEER AVE,TERRITORIAL DR,,URBAN,,0,,,,,,,,
1481658,INJURY,2004-10-07,1527,2,1,0,IN,REGINA,RE675810,11TH AVE,MCINTYRE ST,,URBAN,,0,,,,,,,,
1481234,INJURY,2004-10-08,1745,2,1,0,IN,REGINA,RE678810,17TH AVE E,ABBOTT RD,,URBAN,,0,,,,,,,,
1478341,INJURY,2004-10-09,2252,2,1,0,IN,SASKATOON,SKB6-49,MASSEY DR,MARR - MATHESON DR,,URBAN,,0,,,,,,,,
1479543,INJURY,2004-10-09,810,2,1,0,IN,SASKATOON,SKD8-5,20TH ST,1600 W AVE P - AVE Q,,URBAN,,0,,,,,,,,
1121344,INJURY,2004-10-10,1630,2,1,0,IN,DENARE BEACH,,10TH AVE,,412,URBAN,,0,,,,,,,,
1453368,INJURY,2004-10-12,845,2,1,0,IN,HUMBOLDT,,8TH AVE,8TH ST,,URBAN,,0,,,,,,,,
1483675,INJURY,2004-10-12,1830,2,1,0,IN,REGINA,RE689720,ARCOLA AVE,VICTORIA AVE,,URBAN,,0,,,,,,,,
1654948,INJURY,2004-10-12,1400,2,1,0,IN,SASKATOON,SKK9-2,8TH ST,2100  MCCOOL - PRESTON,,URBAN,,,,,,,,,,
1255634,INJURY,2004-10-14,835,2,1,0,IN,REGINA,RE677480,14TH AVE,ALBERT ST,,URBAN,,0,,,,,,,,
1227193,INJURY,2004-10-27,1630,2,1,0,IN,TISDALE,,100TH ST,101ST AVE,,URBAN,,0,,,,,,,,
1437708,INJURY,2004-10-27,1230,2,1,0,IN,MELFORT,,MAIN ST,,300,URBAN,,0,,,,,,,,
1346695,INJURY,2004-10-28,40,2,1,0,IN,REGINA,RE707050,PARLIAMENT AVE,RAE ST,,URBAN,,0,,,,,,,,
1477905,INJURY,2004-10-28,1700,2,1,0,IN,SASKATOON,SKD7-30,22ND ST,AVE W,,URBAN,,0,,,,,,,,
1477970,INJURY,2004-11-01,825,2,1,0,IN,SASKATOON,SKJ8-11,COLLEGE DR,CUMBERLAND AVE,,URBAN,,0,,,,,,,,
1480287,INJURY,2004-11-02,806,2,1,0,IN,REGINA,RE705150,MCCARTHY BLVD N,RINK AVE,,URBAN,,0,,,,,,,,
1484486,INJURY,2004-11-07,1305,2,1,0,IN,SASKATOON,SKF7-91,AVE H,28TH - RUSHOLME,,URBAN,,0,,,,,,,,
1484529,INJURY,2004-11-10,1204,2,1,0,IN,SASKATOON,SKF8-42,AVE H,20TH ST,,URBAN,,0,,,,,,,,
1321622,INJURY,2004-11-12,1250,2,1,0,IN,SWIFT CURRENT,,2ND AVE NE,HERBERT ST E,,URBAN,,0,,,,,,,,
1467101,INJURY,2004-11-15,855,2,1,0,IN,MOOSE JAW,,MAIN ST N,THATCHER DR W,,URBAN,,0,,,,,,,,
1499265,INJURY,2004-11-16,915,2,1,0,IN,SASKATOON,SKE8-33,20TH ST,1300 W AVE M - AVE N,,URBAN,,0,,,,,,,,
1349122,INJURY,2004-11-18,4,2,1,0,IN,REGINA,RE681890,2ND AVE,BROAD ST,,URBAN,,0,,,,,,,,
1477420,INJURY,2004-11-24,1602,2,1,0,IN,SASKATOON,SKL9-18,8TH ST,PRESTON AVE,,URBAN,,0,,,,,,,,
1348917,INJURY,2004-11-25,1800,2,1,0,IN,REGINA,RE675970,11TH AVE,WINNIPEG ST,,URBAN,,0,,,,,,,,
1486037,INJURY,2004-11-26,1215,2,1,0,IN,SASKATOON,SKG6-17,IDYLWYLD DR,30TH - WELLINGTON,,URBAN,,0,,,,,,,,
1483169,INJURY,2004-11-30,715,2,1,0,IN,REGINA,RE692930,ST ANDREW'S RD,THAMES RD,,URBAN,,0,,,,,,,,
1483899,INJURY,2004-11-30,700,2,1,0,IN,REGINA,RE682930,4TH AVE,ELPHINSTONE ST,,URBAN,,0,,,,,,,,
1467301,INJURY,2004-12-02,1605,2,1,0,IN,MOOSE JAW,,4TH AVE NW,,300,URBAN,,0,,,,,,,,
1480290,INJURY,2004-12-10,1731,2,1,0,IN,REGINA,RE688110,9TH AVE N,MCINTYRE ST N,,URBAN,,0,,,,,,,,
1465644,INJURY,2004-12-11,1645,3,2,0,IN,SASKATOON,SKF8-103,18TH ST,AVE G,,URBAN,,0,,,,,,,,
1485038,INJURY,2004-12-17,317,2,1,0,IN,SASKATOON,SKF5-15,34TH ST,AVE C,,URBAN,,0,,,,,,,,
